gameKey,level,gradeBand,taskId,taskType,prompt,childMissionDisplay,onBoard,cards,correctAnswer,distractors,childAction,answerInPrompt,canCopy,skill,ageOk,status,fixNote
leo-word-detective,easy,א׳–ב׳,wd-e-iw-1,image_word,גררו את המילה המתאימה לתמונה,emoji:🏠,ראיה,ענן / כיסא / בית / רכב,בית,ענן / כיסא / רכב,לבחור מילה לפי תמונה,no,no,תמונה→מילה,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-iw-2,image_word,גררו את המילה המתאימה לתמונה,emoji:🍎,ראיה,גשם / שולחן / תפוח / עץ,תפוח,גשם / שולחן / עץ,לבחור מילה לפי תמונה,no,no,תמונה→מילה,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-iw-3,image_word,גררו את המילה המתאימה לתמונה,emoji:✏️,ראיה,עיפרון / ענן / כדור / מים,עיפרון,ענן / כדור / מים,לבחור מילה לפי תמונה,no,no,תמונה→מילה,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-iw-4,image_word,גררו את המילה המתאימה לתמונה,emoji:🐟,ראיה,ספר / דג / רוח / ענף,דג,ספר / רוח / ענף,לבחור מילה לפי תמונה,no,no,תמונה→מילה,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-iw-5,image_word,גררו את המילה המתאימה לתמונה,emoji:🎈,ראיה,מפתח / שולחן / בלון / ענן,בלון,מפתח / שולחן / ענן,לבחור מילה לפי תמונה,no,no,תמונה→מילה,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-iw-6,image_word,גררו את המילה המתאימה לתמונה,emoji:🚌,ראיה,כובע / אופניים / אוטובוס / מטריה,אוטובוס,כובע / אופניים / מטריה,לבחור מילה לפי תמונה,no,no,תמונה→מילה,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-iw-7,image_word,גררו את המילה המתאימה לתמונה,emoji:🌙,ראיה,כוכב / שמש / ירח / ענן,ירח,כוכב / שמש / ענן,לבחור מילה לפי תמונה,no,no,תמונה→מילה,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-sl-1,sort_letter,גררו מילה שמתחילה ב־מ׳,מתחיל ב־מ׳,מתחיל ב־מ׳,מים / ספר / מלך / כלב,מים,ספר / מלך / כלב,לגרור מילה שמתחילה באות נתונה,no,no,מילה לפי אות,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-sl-2,sort_letter,גררו מילה שמתחילה ב־ס׳,מתחיל ב־ס׳,מתחיל ב־ס׳,ספר / מים / ענן / כלב,ספר,מים / ענן / כלב,לגרור מילה שמתחילה באות נתונה,no,no,מילה לפי אות,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-sl-3,sort_letter,גררו מילה שמתחילה ב־ב׳,מתחיל ב־ב׳,מתחיל ב־ב׳,גשם / שמש / עץ / בית,בית,גשם / שמש / עץ,לגרור מילה שמתחילה באות נתונה,no,no,מילה לפי אות,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-sl-4,sort_letter,גררו מילה שמתחילה ב־כ׳,מתחיל ב־כ׳,מתחיל ב־כ׳,דג / כיסא / ענן / ספר,כיסא,דג / ענן / ספר,לגרור מילה שמתחילה באות נתונה,no,no,מילה לפי אות,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-sl-5,sort_letter,גררו מילה שמתחילה ב־ש׳,מתחיל ב־ש׳,מתחיל ב־ש׳,מים / פרח / שמש / ענן,שמש,מים / פרח / ענן,לגרור מילה שמתחילה באות נתונה,no,no,מילה לפי אות,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-sl-6,sort_letter,גררו מילה שמתחילה ב־ע׳,מתחיל ב־ע׳,מתחיל ב־ע׳,כלב / בית / ענן / ספר,ענן,כלב / בית / ספר,לגרור מילה שמתחילה באות נתונה,no,no,מילה לפי אות,yes,מאושר,—
leo-word-detective,easy,א׳–ב׳,wd-e-sl-7,sort_letter,גררו מילה שמתחילה ב־פ׳,מתחיל ב־פ׳,מתחיל ב־פ׳,כיסא / מים / פרח / עץ,פרח,כיסא / מים / עץ,לגרור מילה שמתחילה באות נתונה,no,no,מילה לפי אות,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-fs-1,fill_sentence,גררו מילה חסרה: הילדה ___ ספר,חלל במשפט,חלל במשפט,קוראת / רצה / כחול / שולחן,קוראת,רצה / כחול / שולחן,לגרור מילה חסרה למשפט,no,no,מילה חסרה במשפט,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-fs-2,fill_sentence,גררו מילה חסרה: הגשם ירד — לקחתי ___,חלל במשפט,חלל במשפט,גלידה / מטרייה / כדור / ספר,מטרייה,גלידה / כדור / ספר,לגרור מילה חסרה למשפט,no,no,מילה חסרה במשפט,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-fs-3,fill_sentence,גררו מילה חסרה: היה קר — לבשתי ___,חלל במשפט,חלל במשפט,בגד ים / מעיל / גלידה / כובע קיץ,מעיל,בגד ים / גלידה / כובע קיץ,לגרור מילה חסרה למשפט,no,no,מילה חסרה במשפט,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-fs-4,fill_sentence,גררו מילה חסרה: אמא ___ אוכל,חלל במשפט,חלל במשפט,גשם / רצה / מבשלת / כחול,מבשלת,גשם / רצה / כחול,לגרור מילה חסרה למשפט,no,no,מילה חסרה במשפט,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-fs-5,fill_sentence,גררו מילה חסרה: הכלב ___ בגינה,חלל במשפט,חלל במשפט,רץ / ספר / ירוק / שולחן,רץ,ספר / ירוק / שולחן,לגרור מילה חסרה למשפט,no,no,מילה חסרה במשפט,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-fs-6,fill_sentence,גררו מילה חסרה: השמש ___ בחוץ,חלל במשפט,חלל במשפט,זורחת / ענן / כחול / שותה,זורחת,ענן / כחול / שותה,לגרור מילה חסרה למשפט,no,no,מילה חסרה במשפט,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sp-1,sort_plural,גררו את הרבים של «ילד»,רבים,רבים,ילד / ילדה / ילדות / ילדים,ילדים,ילד / ילדה / ילדות,לגרור צורת רבים,no,no,יחיד→רבים,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sp-2,sort_plural,גררו את הרבים של «ספר»,רבים,רבים,ספרות / ספרים / ספר / ספרה,ספרים,ספרות / ספר / ספרה,לגרור צורת רבים,no,no,יחיד→רבים,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sp-3,sort_plural,גררו את הרבים של «כלב»,רבים,רבים,כלבים / כלבות / כלבה / כלב,כלבים,כלבות / כלבה / כלב,לגרור צורת רבים,no,no,יחיד→רבים,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sp-4,sort_plural,גררו את הרבים של «פרח»,רבים,רבים,פרחה / פרחות / פרח / פרחים,פרחים,פרחה / פרחות / פרח,לגרור צורת רבים,no,no,יחיד→רבים,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sp-5,sort_plural,גררו את הרבים של «כיסא»,רבים,רבים,כיסאים / כיסא / כיסאות / כיסאה,כיסאות,כיסאים / כיסא / כיסאה,לגרור צורת רבים,no,no,יחיד→רבים,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sp-6,sort_plural,גררו את הרבים של «עץ»,רבים,רבים,עצה / עצות / עץ / עצים,עצים,עצה / עצות / עץ,לגרור צורת רבים,no,no,יחיד→רבים,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sg-1,sort_gender,גררו נקבה של «גדול»,נקבה,נקבה,גדולים / גדול / גדל / גדולה,גדולה,גדולים / גדול / גדל,לגרור צורת נקבה,no,no,זכר→נקבה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sg-2,sort_gender,גררו נקבה של «חכם»,נקבה,נקבה,חכמה / חכמו / חכמים / חכם,חכמה,חכמו / חכמים / חכם,לגרור צורת נקבה,no,no,זכר→נקבה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sg-3,sort_gender,גררו נקבה של «חמוד»,נקבה,נקבה,חמודה / חמדה / חמודים / חמוד,חמודה,חמדה / חמודים / חמוד,לגרור צורת נקבה,no,no,זכר→נקבה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sg-4,sort_gender,גררו נקבה של «קטן»,נקבה,נקבה,קטנטן / קטנים / קטנה / קטן,קטנה,קטנטן / קטנים / קטן,לגרור צורת נקבה,no,no,זכר→נקבה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sg-5,sort_gender,גררו נקבה של «חזק»,נקבה,נקבה,חזקים / חזק / חזקה / חוזק,חזקה,חזקים / חזק / חוזק,לגרור צורת נקבה,no,no,זכר→נקבה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-sg-6,sort_gender,גררו נקבה של «עייף»,נקבה,נקבה,עייפה / עייפות / עייפים / עייף,עייפה,עייפות / עייפים / עייף,לגרור צורת נקבה,no,no,זכר→נקבה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-wf-1,fill_sentence,גררו מילה חסרה: הילד ___ מים,חלל במשפט,חלל במשפט,רץ / כחול / שותה / שולחן,שותה,רץ / כחול / שולחן,לגרור מילה חסרה למשפט,no,no,מילה חסרה במשפט,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-wf-2,fill_sentence,גררו מילה חסרה: הכלב ___ על הרצפה,חלל במשפט,חלל במשפט,ירוק / ישן / רץ / שולחן,ישן,ירוק / רץ / שולחן,לגרור מילה חסרה למשפט,no,no,מילה חסרה במשפט,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-wf-3,sort_plural,גררו את הרבים של «תפוח»,רבים,רבים,תפוחה / תפוח / תפוחים / תפוחות,תפוחים,תפוחה / תפוח / תפוחות,לגרור צורת רבים,no,no,יחיד→רבים,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-wf-4,sort_plural,גררו את הרבים של «שולחן»,רבים,רבים,שולחנה / שולחנות / שולחנים / שולחן,שולחנות,שולחנה / שולחנים / שולחן,לגרור צורת רבים,no,no,יחיד→רבים,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-wf-5,sort_gender,גררו נקבה של «חדש»,נקבה,נקבה,חדשות / חדש / חדשים / חדשה,חדשה,חדשות / חדש / חדשים,לגרור צורת נקבה,no,no,זכר→נקבה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-wf-6,meaning_word,מה הפירוש של «לח»?,פירוש,פירוש,קר מדי / רטוב / חם מאוד / יבש,רטוב,קר מדי / חם מאוד / יבש,לבחור פירוש,no,no,משמעות מילה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-mw-1,meaning_word,מה הפירוש של «שמח»?,פירוש,פירוש,רץ / מרגיש טוב / אוכל / ישן,מרגיש טוב,רץ / אוכל / ישן,לבחור פירוש,no,no,משמעות מילה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-mw-2,meaning_word,מה הפירוש של «עייף»?,פירוש,פירוש,צריך מנוחה / רעב / קופץ / שמח,צריך מנוחה,רעב / קופץ / שמח,לבחור פירוש,no,no,משמעות מילה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-mw-3,meaning_word,מה הפירוש של «רעב»?,פירוש,פירוש,רוצה לרקוד / רוצה לשחק / רוצה לאכול / רוצה לישון,רוצה לאכול,רוצה לרקוד / רוצה לשחק / רוצה לישון,לבחור פירוש,no,no,משמעות מילה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-mw-4,meaning_word,מה הפירוש של «אמיץ»?,פירוש,פירוש,לא מפחד / אוכל / מפחד / ישן,לא מפחד,אוכל / מפחד / ישן,לבחור פירוש,no,no,משמעות מילה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-mw-5,meaning_word,מה הפירוש של «נדיב»?,פירוש,פירוש,לוקח הכל / בוכה / נותן לאחרים / צוחק,נותן לאחרים,לוקח הכל / בוכה / צוחק,לבחור פירוש,no,no,משמעות מילה,yes,מאושר,—
leo-word-detective,medium,ג׳–ד׳,wd-m-mw-6,meaning_word,מה הפירוש של «זהיר»?,פירוש,פירוש,נופל / רץ מהר / צועק / שומר על עצמו,שומר על עצמו,נופל / רץ מהר / צועק,לבחור פירוש,no,no,משמעות מילה,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-eo-1,event_order,סדרו אירועים — גררו ללוח,סדרו אירועים — גררו ללוח | דני יצא מהבית. הלך לגן ושיחק. אחר כך חזר לארוחת צהריים.,קודם · אחר כך · בסוף,יצא מהבית / הלך לישון / שיחק בגן / חזר לארוחה,יצא מהבית|שיחק בגן|חזר לארוחה,הלך לישון,לסדר אירועים לפי הקטע,no,no,סדר אירועים,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-eo-2,event_order,סדרו אירועים — גררו ללוח,סדרו אירועים — גררו ללוח | הגשם ירד. הילדים שיחקו בבית. אחרי הגשם יצאה קשת.,קודם · אחר כך · בסוף,שיחקו בבית / יצאה קשת / ירד גשם / הלכו לים,ירד גשם|שיחקו בבית|יצאה קשת,הלכו לים,לסדר אירועים לפי הקטע,no,no,סדר אירועים,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-eo-3,event_order,סדרו אירועים — גררו ללוח,סדרו אירועים — גררו ללוח | מיה קמה בבוקר. אכלה ארוחת בוקר. לבשה תיק ויצאה לבית הספר.,קודם · אחר כך · בסוף,הלכה לים / אכלה ארוחה / יצאה לבית הספר / קמה בבוקר,קמה בבוקר|אכלה ארוחה|יצאה לבית הספר,הלכה לים,לסדר אירועים לפי הקטע,no,no,סדר אירועים,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-eo-4,event_order,סדרו אירועים — גררו ללוח,סדרו אירועים — גררו ללוח | יואב שתה מים. התלבש ויצא. רכב על אופניים לגן.,קודם · אחר כך · בסוף,יצא מהבית / רכב לגן / קנה נעליים / שתה מים,שתה מים|יצא מהבית|רכב לגן,קנה נעליים,לסדר אירועים לפי הקטע,no,no,סדר אירועים,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-eo-5,event_order,סדרו אירועים — גררו ללוח,סדרו אירועים — גררו ללוח | אמא הדליקה תנור. אפתה עוגה. כולם אכלו יחד.,קודם · אחר כך · בסוף,אפתה עוגה / אכלו יחד / הדליקה תנור / הלכו לקניות,הדליקה תנור|אפתה עוגה|אכלו יחד,הלכו לקניות,לסדר אירועים לפי הקטע,no,no,סדר אירועים,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-eo-6,event_order,סדרו אירועים — גררו ללוח,סדרו אירועים — גררו ללוח | השמש שקעה. הכוכבים הופיעו. הילדים הלכו לישון.,קודם · אחר כך · בסוף,הלכו לישון / הכוכבים הופיעו / השמש שקעה / יצאו לטיול,השמש שקעה|הכוכבים הופיעו|הלכו לישון,יצאו לטיול,לסדר אירועים לפי הקטע,no,no,סדר אירועים,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-eo-7,event_order,סדרו אירועים — גררו ללוח,סדרו אירועים — גררו ללוח | נועה פתחה ספר. קראה שני עמודים. סגרה ושמרה על המדף.,קודם · אחר כך · בסוף,שמרה על המדף / קראה עמודים / פתחה ספר / ציירה תמונה,פתחה ספר|קראה עמודים|שמרה על המדף,ציירה תמונה,לסדר אירועים לפי הקטע,no,no,סדר אירועים,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-eo-8,event_order,סדרו אירועים — גררו ללוח,סדרו אירועים — גררו ללוח | הרוח נשבה חזק. העלים נשרו. אחר כך ירד גשם קל.,קודם · אחר כך · בסוף,יצאה שמש / העלים נשרו / ירד גשם / הרוח נשבה,הרוח נשבה|העלים נשרו|ירד גשם,יצאה שמש,לסדר אירועים לפי הקטע,no,no,סדר אירועים,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-ts-1,title_stamp,גררו כותרת מתאימה לראש התיק,גררו כותרת מתאימה לראש התיק | מיה אהבה לקרוא ספרים. כל ערב ישבה בפינה עם ספר חדש.,כותרת התיק,מיה הולכת לים / יום גשום / מיה קונה נעליים / מיה אוהבת לקרוא,מיה אוהבת לקרוא,מיה הולכת לים / יום גשום / מיה קונה נעליים,לבחור כותרת לקטע,no,no,כותרת לקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-ts-2,title_stamp,גררו כותרת מתאימה לראש התיק,"גררו כותרת מתאימה לראש התיק | יואב למד לרכוב על אופניים. בהתחלה נפל, אבל המשיך. בסוף רכב לבד.",כותרת התיק,טיול ביער / יואב לומד לרכוב / יואב קונה בגדים / יואב אוכל צהריים,יואב לומד לרכוב,טיול ביער / יואב קונה בגדים / יואב אוכל צהריים,לבחור כותרת לקטע,no,no,כותרת לקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-ts-3,title_stamp,גררו כותרת מתאימה לראש התיק,גררו כותרת מתאימה לראש התיק | הגשם ירד חזק. הילדים שיחקו במשחקי קופסה. אחרי הגשם יצאה קשת.,כותרת התיק,טיול ביער / קנייה בחנות / שיעור שחייה / יום גשום ומשחקים,יום גשום ומשחקים,טיול ביער / קנייה בחנות / שיעור שחייה,לבחור כותרת לקטע,no,no,כותרת לקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-ts-4,title_stamp,גררו כותרת מתאימה לראש התיק,גררו כותרת מתאימה לראש התיק | דני טיפל בגינה. השקה פרחים וקצץ עשב. הגינה נראתה יפה.,כותרת התיק,דני בגינה / דני בים / דני בבית הספר / דני בחנות,דני בגינה,דני בים / דני בבית הספר / דני בחנות,לבחור כותרת לקטע,no,no,כותרת לקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-ts-5,title_stamp,גררו כותרת מתאימה לראש התיק,גררו כותרת מתאימה לראש התיק | המשפחה הכינה פיצה ביחד. כל אחד בחר תוספת. אכלו יחד בשמחה.,כותרת התיק,טיול בהרים / בוקר בבית הספר / ערב פיצה במשפחה / קנייה בחנות,ערב פיצה במשפחה,טיול בהרים / בוקר בבית הספר / קנייה בחנות,לבחור כותרת לקטע,no,no,כותרת לקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-ts-6,title_stamp,גררו כותרת מתאימה לראש התיק,גררו כותרת מתאימה לראש התיק | נועה למדה שיר חדש. חזרה עליו שוב ושוב. שרה בפני הכיתה.,כותרת התיק,נועה קונה שעון / נועה רוקדת / נועה לומדת שיר / נועה ישנה,נועה לומדת שיר,נועה קונה שעון / נועה רוקדת / נועה ישנה,לבחור כותרת לקטע,no,no,כותרת לקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-ts-7,title_stamp,גררו כותרת מתאימה לראש התיק,"גררו כותרת מתאימה לראש התיק | החתול ישן על הספה. התעורר, אכל וחזר לישון. היה יום שקט.",כותרת התיק,יום בים / יום בחנות / יום של כלב / יום של חתול,יום של חתול,יום בים / יום בחנות / יום של כלב,לבחור כותרת לקטע,no,no,כותרת לקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-co-1,conclusion,למה דני חזר הביתה?,למה דני חזר הביתה? | דני יצא מהבית עם תיק. הלך לגן ושיחק עם חברים. אחר כך חזר הביתה לארוחת צהריים.,מסקנה,לארוחת צהריים / לישון / לקנות נעליים / לשחות בים,לארוחת צהריים,לישון / לקנות נעליים / לשחות בים,לבחור מסקנה מהקטע,no,no,מסקנה מהקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-co-2,conclusion,מה אפשר להבין מהקטע?,מה אפשר להבין מהקטע? | הגשם ירד חזק. הילדים נשארו בבית ושיחקו במשחקי קופסה.,מסקנה,קנו אופניים / שחו בים / נשארו בבית בגלל הגשם / טסו לחו״ל,נשארו בבית בגלל הגשם,קנו אופניים / שחו בים / טסו לחו״ל,לבחור מסקנה מהקטע,no,no,מסקנה מהקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-co-3,conclusion,מי עזר לסבתא?,מי עזר לסבתא? | סבתא ביקשה עזרה בשוק. נועה ליוותה אותה וסייעה לשאת שקיות.,מסקנה,הכלב / אף אחד / נועה / השכן,נועה,הכלב / אף אחד / השכן,לבחור מסקנה מהקטע,no,no,מסקנה מהקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-co-4,conclusion,מה למדנו על יואב?,מה למדנו על יואב? | יואב נפל מהאופניים אבל המשיך להתאמן עד שרכב לבד.,מסקנה,הוא פחד ממים / הוא לא ויתר / הוא נשאר בבית / הוא מכר את האופניים,הוא לא ויתר,הוא פחד ממים / הוא נשאר בבית / הוא מכר את האופניים,לבחור מסקנה מהקטע,no,no,מסקנה מהקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-co-5,conclusion,איך הגיבו הילדים?,איך הגיבו הילדים? | המורה סיפרה סיפור. הילדים הקשיבו בשקט. בסוף כולם מחאו כפיים.,מסקנה,בכו / ישנו / מחאו כפיים / יצאו החוצה,מחאו כפיים,בכו / ישנו / יצאו החוצה,לבחור מסקנה מהקטע,no,no,מסקנה מהקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-co-6,conclusion,איך הרגיש הכלב?,"איך הרגיש הכלב? | הכלב חיכה ליד הדלת. כשדני חזר, זנבו כעכב בשמחה.",מסקנה,רעב מאוד / שמח לראות את דני / עייף / כועס,שמח לראות את דני,רעב מאוד / עייף / כועס,לבחור מסקנה מהקטע,no,no,מסקנה מהקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-co-7,conclusion,מה עשתה המשפחה?,מה עשתה המשפחה? | אמא הכינה מרק. כולם ישבו לשולחן. אכלו ביחד בחום.,מסקנה,יצאה לטיול / צפתה בטלוויזיה / שיחקה בחוץ / אכלה יחד,אכלה יחד,יצאה לטיול / צפתה בטלוויזיה / שיחקה בחוץ,לבחור מסקנה מהקטע,no,no,מסקנה מהקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-co-8,conclusion,מה קרה לעציץ?,מה קרה לעציץ? | הילדים שתלו עציץ. השקו אותו כל יום. אחרי שבועיים צמח פרח.,מסקנה,נעלם / צמח פרח / התייבש / נשבר,צמח פרח,נעלם / התייבש / נשבר,לבחור מסקנה מהקטע,no,no,מסקנה מהקטע,yes,מאושר,—
leo-word-detective,hard,ה׳–ו׳,wd-h-me-1,meaning,פירוש «התאמן» לפי הקטע,"פירוש «התאמן» לפי הקטע | יואב למד לרכוב. נפל, אבל המשיך להתאמן. בסוף רכב לבד.",פירוש,תרגל שוב ושוב / רקד / ישן / אכל,תרגל שוב ושוב,רקד / ישן / אכל,לבחור פירוש מילה מהקטע,no,no,פירוש מילה בקטע,yes,מאושר,—
