scenarioId,totalQuestions,correctAnswers,totalErrors,accuracyPct,patternTag,patternCount,patternRatioOfQuestions,patternRatioOfErrors,sessions,days,sameSessionOnly,crossSession,crossDay,observedPatternLevel,evidenceStrength,taxonomyId,classificationState,patternLayer,engineDecision,engineDecisionAuthority,adcAction,blockPatternClaim,patternKey,patternLabel,parentSafeLabelHe,enrichApplied,parentFacingText,badge,visualVariant,cardColorHint,category,clearWeak,detectedPattern,appearsRegular,appearsDetailed,appearsShort
q4_w1_allSame,4,3,1,75,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,small_sample,,unclassified_no_de2_unit,,insufficient_data,insufficient_data,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,בנושא audit_topic יש 4 שאלות. עדיין מוקדם להסיק מסקנה ברורה.,מעט שאלות - עדיין אין מספיק נתונים,neutral,bg-slate-500/10 border border-slate-400/35,A_insufficient_info,false,,true,true,true
q4_w2_allSame,4,2,2,50,mt:calculation_off_by_one,2,0.5,1,1,1,true,false,false,observed,small_sample,,unclassified_no_de2_unit,,insufficient_data,insufficient_data,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic, מבוסס על 4 שאלות שנפתרו בנושא, נראה דפוס מוקדם של טעויות.",מעט שאלות - עדיין אין מספיק נתונים,neutral,bg-slate-500/10 border border-slate-400/35,A_insufficient_info,false,,true,true,true
q4_w3_allSame,4,1,3,25,mt:calculation_off_by_one,3,0.75,1,1,1,true,false,false,observed,small_sample,,unclassified_no_de2_unit,,insufficient_data,insufficient_data,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic, מבוסס על 4 שאלות שנפתרו בנושא, נראה דפוס מוקדם של טעויות.",מעט שאלות - עדיין אין מספיק נתונים,neutral,bg-slate-500/10 border border-slate-400/35,A_insufficient_info,false,,true,true,true
q4_w4_allSame,4,0,4,0,mt:calculation_off_by_one,4,1,1,1,1,true,false,false,observed,small_sample,,unclassified_no_de2_unit,,insufficient_data,insufficient_data,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic, מבוסס על 4 שאלות שנפתרו בנושא, נראה דפוס מוקדם של טעויות.",מעט שאלות - עדיין אין מספיק נתונים,neutral,bg-slate-500/10 border border-slate-400/35,A_insufficient_info,false,,true,true,true
q5_w0_allSame,5,5,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,emerging,,unclassified_no_de2_unit,,early_direction_only,early_direction_only,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראית הצלחה טובה בשאלות שנפתרו עד עכשיו. מבוסס על 5 שאלות שנפתרו בנושא.,מעט שאלות - עדיין אין מספיק נתונים,neutral,bg-slate-500/10 border border-slate-400/35,B_early_direction,false,,true,true,true
q5_w1_allSame,5,4,1,80,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,emerging,,unclassified_no_de2_unit,,early_direction_only,early_direction_only,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראית הצלחה טובה בשאלות שנפתרו עד עכשיו. מבוסס על 5 שאלות שנפתרו בנושא.,מעט שאלות - עדיין אין מספיק נתונים,neutral,bg-slate-500/10 border border-slate-400/35,B_early_direction,false,,true,true,true
q5_w2_allSame,5,3,2,60,mt:calculation_off_by_one,2,0.4,1,1,1,true,false,false,repeated,emerging,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש חלק שדורש חיזוק (5 שאלות, 60% דיוק). כדאי חיזוק ממוקד. מבוסס על 5 שאלות שנפתרו בנושא.",כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,D_topic_difficulty,true,,true,true,true
q5_w3_allSame,5,2,3,40,mt:calculation_off_by_one,3,0.6,1,1,1,true,false,false,repeated,emerging,,unclassified_no_de2_unit,,clear_topic_gap,clear_topic_gap,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראה קושי ברור. 3 שגיאות מתוך 5 שאלות (40% דיוק). כדאי לחזור ולתרגל את הנושא לפני שממשיכים. מבוסס על 5 שאלות שנפתרו בנושא.,כדאי לתרגל עוד,remediate,bg-yellow-500/15 border border-yellow-400/45,D_topic_difficulty,true,,true,true,true
q5_w4_allSame,5,1,4,20,mt:calculation_off_by_one,4,0.8,1,1,1,true,false,false,repeated,emerging,,unclassified_no_de2_unit,,clear_topic_gap,clear_topic_gap,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראה קושי ברור. 4 שגיאות מתוך 5 שאלות (20% דיוק). כדאי לחזור ולתרגל את הנושא לפני שממשיכים. מבוסס על 5 שאלות שנפתרו בנושא.,כדאי לתרגל עוד,remediate,bg-yellow-500/15 border border-yellow-400/45,D_topic_difficulty,true,,true,true,true
q5_w5_allSame,5,0,5,0,mt:calculation_off_by_one,5,1,1,1,1,true,false,false,repeated,emerging,,unclassified_no_de2_unit,,clear_topic_gap,clear_topic_gap,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראה קושי ברור. 5 שגיאות מתוך 5 שאלות (0% דיוק). כדאי לחזור ולתרגל את הנושא לפני שממשיכים. מבוסס על 5 שאלות שנפתרו בנושא.,כדאי לתרגל עוד,remediate,bg-yellow-500/15 border border-yellow-400/45,D_topic_difficulty,true,,true,true,true
q6_w0_allSame,6,6,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,emerging,,unclassified_no_de2_unit,,early_direction_only,early_direction_only,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראית הצלחה טובה בשאלות שנפתרו עד עכשיו. מבוסס על 6 שאלות שנפתרו בנושא.,מעט שאלות - עדיין אין מספיק נתונים,neutral,bg-slate-500/10 border border-slate-400/35,B_early_direction,false,,true,true,true
q6_w1_allSame,6,5,1,83,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,emerging,,unclassified_no_de2_unit,,early_direction_only,early_direction_only,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראית הצלחה טובה בשאלות שנפתרו עד עכשיו. מבוסס על 6 שאלות שנפתרו בנושא.,מעט שאלות - עדיין אין מספיק נתונים,neutral,bg-slate-500/10 border border-slate-400/35,B_early_direction,false,,true,true,true
q6_w2_allSame,6,4,2,67,mt:calculation_off_by_one,2,0.3333,1,1,1,true,false,false,repeated,emerging,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש חלק שדורש חיזוק (6 שאלות, 67% דיוק). כדאי חיזוק ממוקד. מבוסס על 6 שאלות שנפתרו בנושא.",כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,D_topic_difficulty,true,,true,true,true
q6_w3_allSame,6,3,3,50,mt:calculation_off_by_one,3,0.5,1,1,1,true,false,false,repeated,emerging,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש חלק שדורש חיזוק (6 שאלות, 50% דיוק). כדאי חיזוק ממוקד. מבוסס על 6 שאלות שנפתרו בנושא.",כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,D_topic_difficulty,true,,true,true,true
q6_w4_allSame,6,2,4,33,mt:calculation_off_by_one,4,0.6667,1,1,1,true,false,false,repeated,emerging,,unclassified_no_de2_unit,,clear_topic_gap,clear_topic_gap,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראה קושי ברור. 4 שגיאות מתוך 6 שאלות (33% דיוק). כדאי לחזור ולתרגל את הנושא לפני שממשיכים. מבוסס על 6 שאלות שנפתרו בנושא.,כדאי לתרגל עוד,remediate,bg-yellow-500/15 border border-yellow-400/45,D_topic_difficulty,true,,true,true,true
q6_w5_allSame,6,1,5,17,mt:calculation_off_by_one,5,0.8333,1,1,1,true,false,false,repeated,emerging,,unclassified_no_de2_unit,,clear_topic_gap,clear_topic_gap,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראה קושי ברור. 5 שגיאות מתוך 6 שאלות (17% דיוק). כדאי לחזור ולתרגל את הנושא לפני שממשיכים. מבוסס על 6 שאלות שנפתרו בנושא.,כדאי לתרגל עוד,remediate,bg-yellow-500/15 border border-yellow-400/45,D_topic_difficulty,true,,true,true,true
q6_w6_allSame,6,0,6,0,mt:calculation_off_by_one,6,1,1,1,1,true,false,false,repeated,emerging,,unclassified_no_de2_unit,,clear_topic_gap,clear_topic_gap,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראה קושי ברור. 6 שגיאות מתוך 6 שאלות (0% דיוק). כדאי לחזור ולתרגל את הנושא לפני שממשיכים. מבוסס על 6 שאלות שנפתרו בנושא.,כדאי לתרגל עוד,remediate,bg-yellow-500/15 border border-yellow-400/45,D_topic_difficulty,true,,true,true,true
q8_w0_allSame,8,8,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,supported,,unclassified_no_de2_unit,,early_direction_only,early_direction_only,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראית הצלחה יציבה בשאלות שנפתרו. מבוסס על 8 שאלות שנפתרו בנושא.,מעט שאלות - עדיין אין מספיק נתונים,neutral,bg-slate-500/10 border border-slate-400/35,B_early_direction,false,,true,true,true
q8_w1_allSame,8,7,1,88,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,supported,,unclassified_no_de2_unit,,early_direction_only,early_direction_only,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראית הצלחה יציבה בשאלות שנפתרו. מבוסס על 8 שאלות שנפתרו בנושא.,מעט שאלות - עדיין אין מספיק נתונים,neutral,bg-slate-500/10 border border-slate-400/35,B_early_direction,false,,true,true,true
q8_w2_allSame,8,6,2,75,mt:calculation_off_by_one,2,0.25,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,early_direction_only,early_direction_only,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראית הצלחה טובה בשאלות שנפתרו עד עכשיו. מבוסס על 8 שאלות שנפתרו בנושא.,מעט שאלות - עדיין אין מספיק נתונים,neutral,bg-slate-500/10 border border-slate-400/35,B_early_direction,false,,true,true,true
q8_w3_allSame,8,5,3,63,mt:calculation_off_by_one,3,0.375,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש חלק שדורש חיזוק (8 שאלות, 63% דיוק). כדאי חיזוק ממוקד. מבוסס על 8 שאלות שנפתרו בנושא.",כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,D_topic_difficulty,true,,true,true,true
q8_w4_allSame,8,4,4,50,mt:calculation_off_by_one,4,0.5,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש חלק שדורש חיזוק (8 שאלות, 50% דיוק). כדאי חיזוק ממוקד. מבוסס על 8 שאלות שנפתרו בנושא.",כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,D_topic_difficulty,true,,true,true,true
q8_w5_allSame,8,3,5,38,mt:calculation_off_by_one,5,0.625,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,clear_topic_gap,clear_topic_gap,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראה קושי ברור. 5 שגיאות מתוך 8 שאלות (38% דיוק). כדאי לחזור ולתרגל את הנושא לפני שממשיכים. מבוסס על 8 שאלות שנפתרו בנושא.,כדאי לתרגל עוד,remediate,bg-yellow-500/15 border border-yellow-400/45,D_topic_difficulty,true,,true,true,true
q8_w6_allSame,8,2,6,25,mt:calculation_off_by_one,6,0.75,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,clear_topic_gap,clear_topic_gap,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראה קושי ברור. 6 שגיאות מתוך 8 שאלות (25% דיוק). כדאי לחזור ולתרגל את הנושא לפני שממשיכים. מבוסס על 8 שאלות שנפתרו בנושא.,כדאי לתרגל עוד,remediate,bg-yellow-500/15 border border-yellow-400/45,D_topic_difficulty,true,,true,true,true
q10_w0_allSame,10,10,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,supported,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (10 שאלות, 100% דיוק). מבוסס על 10 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q10_w1_allSame,10,9,1,90,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,supported,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (10 שאלות, 90% דיוק). מבוסס על 10 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q10_w2_allSame,10,8,2,80,mt:calculation_off_by_one,2,0.2,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (80% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 10 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q10_w3_allSame,10,7,3,70,mt:calculation_off_by_one,3,0.3,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (70% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 10 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q10_w4_allSame,10,6,4,60,mt:calculation_off_by_one,4,0.4,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש חלק שדורש חיזוק (10 שאלות, 60% דיוק). כדאי חיזוק ממוקד. מבוסס על 10 שאלות שנפתרו בנושא.",כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,D_topic_difficulty,true,,true,true,true
q10_w5_allSame,10,5,5,50,mt:calculation_off_by_one,5,0.5,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש חלק שדורש חיזוק (10 שאלות, 50% דיוק). כדאי חיזוק ממוקד. מבוסס על 10 שאלות שנפתרו בנושא.",כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,D_topic_difficulty,true,,true,true,true
q10_w6_allSame,10,4,6,40,mt:calculation_off_by_one,6,0.6,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,clear_topic_gap,clear_topic_gap,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראה קושי ברור. 6 שגיאות מתוך 10 שאלות (40% דיוק). כדאי לחזור ולתרגל את הנושא לפני שממשיכים. מבוסס על 10 שאלות שנפתרו בנושא.,כדאי לתרגל עוד,remediate,bg-yellow-500/15 border border-yellow-400/45,D_topic_difficulty,true,,true,true,true
q11_w0_allSame,11,11,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,supported,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (11 שאלות, 100% דיוק). מבוסס על 11 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q11_w1_allSame,11,10,1,91,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,supported,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (11 שאלות, 91% דיוק). מבוסס על 11 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q11_w2_allSame,11,9,2,82,mt:calculation_off_by_one,2,0.1818,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (82% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 11 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q11_w3_allSame,11,8,3,73,mt:calculation_off_by_one,3,0.2727,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (73% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 11 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q11_w4_allSame,11,7,4,64,mt:calculation_off_by_one,4,0.3636,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש חלק שדורש חיזוק (11 שאלות, 64% דיוק). כדאי חיזוק ממוקד. מבוסס על 11 שאלות שנפתרו בנושא.",כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,D_topic_difficulty,true,,true,true,true
q11_w5_allSame,11,6,5,55,mt:calculation_off_by_one,5,0.4545,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש חלק שדורש חיזוק (11 שאלות, 55% דיוק). כדאי חיזוק ממוקד. מבוסס על 11 שאלות שנפתרו בנושא.",כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,D_topic_difficulty,true,,true,true,true
q11_w6_allSame,11,5,6,45,mt:calculation_off_by_one,6,0.5455,1,1,1,true,false,false,repeated,supported,,unclassified_no_de2_unit,,clear_topic_gap,clear_topic_gap,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,בנושא audit_topic נראה קושי ברור. 6 שגיאות מתוך 11 שאלות (45% דיוק). כדאי לחזור ולתרגל את הנושא לפני שממשיכים. מבוסס על 11 שאלות שנפתרו בנושא.,כדאי לתרגל עוד,remediate,bg-yellow-500/15 border border-yellow-400/45,D_topic_difficulty,true,,true,true,true
q12_w0_allSame,12,12,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (12 שאלות, 100% דיוק). מבוסס על 12 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q12_w1_allSame,12,11,1,92,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (12 שאלות, 92% דיוק). מבוסס על 12 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
